OrderID;SupplierID;MaterialID;OrderDate;PromisedDeliveryDate;ActualDeliveryDate;Quantity;UnitPrice;TotalPrice;DeliveryStatus;DelayReasonID
278;7;1095;13.2.24;23.2.24;23.2.24;170;258.61;43963,7;On-Time;
281;15;1004;6.6.25;17.6.25;17.6.25;344;169.58;58335,52;On-Time;
282;12;1009;14.4.25;22.4.25;22.4.25;258;87.22;22502,76;On-Time;
284;21;1197;29.7.24;18.8.24;18.8.24;317;288.73;91527,41;On-Time;
285;9;1181;28.1.25;8.2.25;8.2.25;281;109.56;30786,36;On-Time;
286;12;1180;8.6.25;11.6.25;11.6.25;439;14.47;6352,33;On-Time;
287;9;1082;9.5.25;12.5.25;12.5.25;92;126.52;11639,84;On-Time;
288;10;1053;16.5.25;21.5.25;21.5.25;80;214.69;17175,2;On-Time;
290;20;1003;6.2.25;16.2.25;16.2.25;468;104.97;49125,96;On-Time;
291;14;1158;13.10.24;2.11.24;2.11.24;476;295.46;140638,96;On-Time;
292;11;1165;14.7.24;24.7.24;24.7.24;408;200.96;81991,68;On-Time;
293;14;1158;10.6.24;26.6.24;26.6.24;270;12.04;3250,8;On-Time;
294;18;1025;14.2.25;17.2.25;17.2.25;350;141.01;49353,5;On-Time;
296;10;1107;12.3.25;30.3.25;30.3.25;281;21.53;6049,93;On-Time;
297;13;1057;8.8.25;15.8.25;15.8.25;32;26.19;838,08;On-Time;
298;20;1087;21.5.24;4.6.24;4.6.24;159;236.15;37547,85;On-Time;
299;18;1129;18.4.24;26.4.24;26.4.24;352;267.33;94100,16;On-Time;
300;5;1015;31.10.24;15.11.24;15.11.24;470;209.04;98248,8;On-Time;
302;11;1091;24.12.24;4.1.25;4.1.25;409;199.69;81673,21;On-Time;
303;3;1199;24.5.25;9.6.25;9.6.25;497;40.66;20208,02;On-Time;
305;16;1132;24.8.24;30.8.24;30.8.24;208;202.02;42020,16;On-Time;
307;18;1083;17.3.25;6.4.25;6.4.25;115;211.66;24340,9;On-Time;
308;2;1088;2.2.24;16.2.24;16.2.24;57;32.27;1839,39;On-Time;
310;16;1199;2.9.24;8.9.24;8.9.24;194;75.74;14693,56;On-Time;
311;15;1076;29.4.25;9.5.25;9.5.25;13;239.95;3119,35;On-Time;
312;16;1112;16.10.24;27.10.24;27.10.24;96;106.35;10209,6;On-Time;
313;10;1067;9.7.24;27.7.24;27.7.24;44;185.42;8158,48;On-Time;
315;2;1012;2.3.24;12.3.24;12.3.24;243;43.41;10548,63;On-Time;
316;19;1171;20.10.24;30.10.24;30.10.24;53;141.31;7489,43;On-Time;
317;17;1146;10.6.24;27.6.24;27.6.24;168;131.55;22100,4;On-Time;
318;12;1151;16.1.25;22.1.25;22.1.25;419;48.01;20116,19;On-Time;
321;18;1032;6.2.25;23.2.25;23.2.25;198;230.55;45648,9;On-Time;
322;14;1044;21.9.24;3.10.24;3.10.24;108;185.5;20034;On-Time;
323;8;1148;28.1.25;8.2.25;8.2.25;80;33.49;2679,2;On-Time;
326;10;1112;13.9.24;18.9.24;18.9.24;355;103.28;36664,4;On-Time;
328;1;1003;28.3.25;1.4.25;1.4.25;487;266.2;129639,4;On-Time;
330;19;1169;29.5.25;1.6.25;1.6.25;334;127.13;42461,42;On-Time;
331;7;1190;30.4.25;15.5.25;15.5.25;10;274.23;2742,3;On-Time;
332;16;1065;18.5.25;29.5.25;29.5.25;360;26.99;9716,4;On-Time;
333;19;1190;24.8.24;7.9.24;7.9.24;339;279.74;94831,86;On-Time;
335;12;1045;13.11.24;26.11.24;26.11.24;299;247.17;73903,83;On-Time;
336;19;1035;4.2.24;24.2.24;24.2.24;80;16.89;1351,2;On-Time;
337;20;1078;4.8.24;20.8.24;20.8.24;129;140.88;18173,52;On-Time;
338;6;1123;19.1.24;7.2.24;7.2.24;291;215.07;62585,37;On-Time;
339;18;1065;21.3.24;28.3.24;28.3.24;253;128.56;32525,68;On-Time;
340;8;1058;23.8.25;8.9.25;8.9.25;410;253.18;103803,8;On-Time;
341;5;1041;18.8.24;22.8.24;22.8.24;137;261.89;35878,93;On-Time;
343;20;1082;10.4.25;28.4.25;28.4.25;25;137.93;3448,25;On-Time;
344;16;1140;23.11.24;5.12.24;5.12.24;353;71.52;25246,56;On-Time;
345;19;1068;26.6.24;7.7.24;7.7.24;446;165.43;73781,78;On-Time;
347;16;1005;21.10.24;10.11.24;10.11.24;124;296.84;36808,16;On-Time;
348;4;1059;14.2.24;27.2.24;27.2.24;128;115.45;14777,6;On-Time;
349;14;1048;28.5.24;3.6.24;3.6.24;117;162.61;19025,37;On-Time;
350;5;1057;1.7.24;13.7.24;13.7.24;107;69.86;7475,02;On-Time;
352;16;1012;27.12.24;8.1.25;8.1.25;282;30.15;8502,3;On-Time;
353;2;1102;8.4.25;14.4.25;14.4.25;457;41.67;19043,19;On-Time;
354;19;1181;10.11.24;13.11.24;13.11.24;423;100.68;42587,64;On-Time;
355;14;1156;16.10.24;22.10.24;22.10.24;144;126.25;18180;On-Time;
356;1;1089;9.10.24;15.10.24;15.10.24;147;132.33;19452,51;On-Time;
359;10;1159;28.3.24;6.4.24;6.4.24;496;264.19;131038,24;On-Time;
360;6;1176;14.1.24;1.2.24;1.2.24;320;266.04;85132,8;On-Time;
361;12;1074;29.11.24;5.12.24;5.12.24;215;105.78;22742,7;On-Time;
364;12;1032;21.8.24;9.9.24;9.9.24;99;231.72;22940,28;On-Time;
366;14;1192;14.6.24;25.6.24;25.6.24;2;247.14;494,28;On-Time;
367;1;1174;12.2.24;18.2.24;18.2.24;32;194.71;6230,72;On-Time;
369;14;1043;9.8.25;15.8.25;15.8.25;34;37.17;1263,78;On-Time;
370;12;1059;16.4.25;29.4.25;29.4.25;35;225.48;7891,8;On-Time;
371;10;1104;9.2.24;12.2.24;12.2.24;182;179.63;32692,66;On-Time;
372;8;1139;17.4.25;21.4.25;21.4.25;335;123.68;41432,8;On-Time;
374;14;1182;14.2.24;23.2.24;23.2.24;441;69.33;30574,53;On-Time;
376;19;1055;22.5.24;26.5.24;26.5.24;258;113.73;29342,34;On-Time;
378;17;1144;30.5.25;8.6.25;8.6.25;482;155.24;74825,68;On-Time;
379;8;1150;5.7.25;9.7.25;9.7.25;397;21.78;8646,66;On-Time;
380;20;1130;1.6.24;6.6.24;6.6.24;490;19.72;9662,8;On-Time;
381;15;1128;21.2.25;5.3.25;5.3.25;450;168.88;75996;On-Time;
383;3;1066;6.2.25;10.2.25;10.2.25;293;133.72;39179,96;On-Time;
384;1;1188;7.7.25;25.7.25;25.7.25;266;138.94;36958,04;On-Time;
385;4;1057;9.4.25;24.4.25;24.4.25;305;42.62;12999,1;On-Time;
386;14;1174;21.3.25;30.3.25;30.3.25;105;14.35;1506,75;On-Time;
389;15;1116;16.12.24;25.12.24;25.12.24;140;153.89;21544,6;On-Time;
390;4;1094;18.1.25;24.1.25;24.1.25;164;256.88;42128,32;On-Time;
392;5;1050;4.10.24;9.10.24;9.10.24;198;144.31;28573,38;On-Time;
393;13;1060;21.6.24;6.7.24;6.7.24;290;10.99;3187,1;On-Time;
396;15;1123;30.6.24;12.7.24;12.7.24;230;103.04;23699,2;On-Time;
397;5;1038;10.5.24;25.5.24;25.5.24;83;248.38;20615,54;On-Time;
398;17;1118;5.3.25;8.3.25;8.3.25;373;57.85;21578,05;On-Time;
399;21;1098;24.6.25;30.6.25;30.6.25;198;274.58;54366,84;On-Time;
400;5;1089;24.2.25;8.3.25;8.3.25;340;5.25;1785;On-Time;
401;1;1122;16.6.25;28.6.25;28.6.25;104;142.42;14811,68;On-Time;
402;18;1157;11.6.25;26.6.25;26.6.25;263;99.53;26176,39;On-Time;
403;11;1164;22.9.24;26.9.24;26.9.24;345;251.22;86670,9;On-Time;
404;19;1166;22.2.24;13.3.24;13.3.24;416;143.72;59787,52;On-Time;
405;20;1156;26.2.25;14.3.25;14.3.25;316;112.44;35531,04;On-Time;
407;10;1055;7.12.24;17.12.24;17.12.24;395;71.31;28167,45;On-Time;
408;10;1162;17.11.24;4.12.24;4.12.24;495;68.8;34056;On-Time;
410;2;1170;1.6.24;10.6.24;10.6.24;493;234.29;115504,97;On-Time;
411;5;1158;11.7.24;29.7.24;29.7.24;157;293.03;46005,71;On-Time;
412;4;1011;15.2.25;19.2.25;19.2.25;306;98.95;30278,7;On-Time;
413;19;1192;19.10.24;30.10.24;30.10.24;85;245.37;20856,45;On-Time;
414;8;1102;24.1.25;13.2.25;13.2.25;26;100.04;2601,04;On-Time;
415;10;1130;12.2.24;2.3.24;2.3.24;496;113.34;56216,64;On-Time;
416;16;1050;6.1.25;18.1.25;18.1.25;196;219.38;42998,48;On-Time;
417;19;1139;19.4.25;28.4.25;28.4.25;374;30.75;11500,5;On-Time;
419;19;1056;2.2.25;20.2.25;20.2.25;286;209.56;59934,16;On-Time;
420;5;1022;20.2.24;29.2.24;29.2.24;133;24.53;3262,49;On-Time;
423;5;1161;8.7.25;15.7.25;15.7.25;88;63.34;5573,92;On-Time;
424;4;1048;7.3.24;25.3.24;25.3.24;69;257.56;17771,64;On-Time;
425;20;1028;1.5.24;21.5.24;21.5.24;101;255.93;25848,93;On-Time;
427;19;1124;31.3.25;3.4.25;3.4.25;320;290.73;93033,6;On-Time;
429;21;1029;30.1.24;13.2.24;13.2.24;289;191.93;55467,77;On-Time;
430;2;1070;23.6.25;30.6.25;30.6.25;131;126.76;16605,56;On-Time;
431;19;1110;1.2.25;17.2.25;17.2.25;363;293.01;106362,63;On-Time;
432;18;1000;21.8.24;31.8.24;31.8.24;275;204.93;56355,75;On-Time;
433;17;1145;1.8.25;6.8.25;6.8.25;221;269.36;59528,56;On-Time;
434;12;1084;21.6.24;30.6.24;30.6.24;308;100.46;30941,68;On-Time;
435;15;1059;27.10.24;5.11.24;5.11.24;115;225.42;25923,3;On-Time;
436;20;1011;6.1.25;17.1.25;17.1.25;210;175.13;36777,3;On-Time;
437;11;1159;20.6.25;10.7.25;10.7.25;32;181.6;5811,2;On-Time;
438;6;1134;31.12.24;10.1.25;10.1.25;387;62.5;24187,5;On-Time;
440;11;1091;25.4.25;14.5.25;14.5.25;451;39.76;17931,76;On-Time;
441;19;1065;11.1.24;31.1.24;31.1.24;94;273.86;25742,84;On-Time;
442;6;1096;27.4.25;12.5.25;12.5.25;45;91.18;4103,1;On-Time;
